DE,FE
0.068217231,-0.069854545
0.021070154,0.027941818
-0.028163077,0.066361818
-0.015854769,0.064718182
0.029623385,0.001643636
0.074892923,-0.059170909
0.075727385,-0.0452
0.023782154,-0.027325455
-0.006675692,-0.010683636
-0.010430769,-0.02712
0.01356,-0.050336364
0.018358154,-0.04068
-0.016689231,0.012121818
-0.057995077,0.040063636
-0.075727385,0.041912727
-0.038802462,0.029585455
-0.003129231,-0.004725455
0.004798154,0.030818182
-0.015646154,0.062663636
-0.042766154,0.092865455
-0.033795692,0.091221818
0.002086154,0.021161818
0.039428308,0.000616364
0.032752615,0.019723636
-0.020861538,0.063896364
-0.055491692,0.086085455
-0.036299077,0.051569091
0.004380923,0.004930909
0.022113231,-0.008012727
0.005215385,0.014381818
-0.033378462,0.063690909
-0.057995077,0.113205455
-0.034630154,0.084030909
0.016272,0.047254545
0.045478154,0.060814545
0.037133538,0.099234545
0.000208615,0.13108
-0.018984,0.114232727
-0.000625846,0.073963636
0.029414769,0.049309091
0.041097231,0.065129091
0.014185846,0.079510909
0.002920615,0.08814
0.02712,0.047254545
0.065922462,-0.008218182
0.086784,-0.003287273
0.053822769,0.025887273
0.004589538,0.103138182
-0.030457846,0.123478182
-0.008553231,0.090605455
0.062167385,0.048076364
0.096797538,-0.001027273
0.083863385,0.010478182
0.046104,0.033489091
0.041097231,0.050130909
0.076770462,0.028763636
0.100761231,0.030612727
0.084697846,0.067594545
0.024199385,0.106425455
-0.014394462,0.158610909
-0.010013538,0.143612727
0.022113231,0.1243
0.05424,0.116287273
0.046104,0.109918182
0.014811692,0.138065455
0.002294769,0.126970909
0.035673231,0.077867273
0.095128615,0.041501818
0.114947077,0.05424
0.066965538,0.107658182
0.001043077,0.162309091
-0.025242462,0.175458182
0.002503385,0.141352727
0.045686769,0.100261818
0.067382769,0.069854545
0.035047385,0.071292727
-0.014185846,0.089167273
-0.034630154,0.078689091
-0.022113231,0.024243636
0.016272,0.001643636
0.015020308,0.023421818
-0.015437538,0.065129091
-0.038802462,0.105398182
-0.027745846,0.083414545
0.026285538,0.058965455
0.053196923,0.016025455
0.040888615,-0.014587273
0.005424,-0.021572727
-0.017940923,-0.059376364
0.015228923,-0.07458
0.058203692,-0.094714545
0.065713846,-0.065129091
0.016063385,0.005752727
-0.05424,0.055472727
-0.066965538,0.067389091
-0.018775385,0.0226
0.056952,-0.026709091
0.105142154,-0.063690909
0.108897231,-0.056910909
0.097632,-0.043556364
0.083863385,-0.055472727
0.079273846,-0.066361818
0.069468923,-0.071498182
0.025868308,-0.02938
-0.027954462,0.034516364
-0.058203692,0.068416364
-0.028371692,0.069649091
0.045060923,0.040063636
0.090956308,0.001232727
0.073432615,-0.010067273
0.008136,-0.027530909
-0.028163077,-0.046843636
-0.015020308,-0.062252727
0.023364923,-0.088345455
0.050902154,-0.032667273
0.028997538,0.035132727
-0.015228923,0.086907273
-0.033378462,0.121012727
-0.002503385,0.072730909
0.045269538,0.0226
0.046312615,-0.014998182
0.010013538,-0.029996364
-0.015228923,-0.030612727
-0.016272,-0.038009091
0.004798154,-0.062252727
0.013351385,-0.073552727
-0.005215385,-0.017874545
-0.034004308,0.028558182
-0.047772923,0.058349091
-0.006467077,0.064512727
0.051319385,0.023216364
0.066339692,-0.000410909
0.038385231,-0.014587273
-0.018566769,-0.016847273
-0.027954462,-0.018901818
0.025868308,-0.062047273
0.075936,-0.075607273
0.095337231,-0.041090909
0.065296615,0.003492727
0.02712,0.054034545
0.012308308,0.050130909
0.034212923,0.021367273
0.072389538,0.006369091
0.068217231,-0.010067273
0.048190154,0.015409091
0.033587077,0.033489091
0.038176615,0.029585455
0.061124308,0.007190909
0.057369231,-0.013354545
0.037550769,0.007601818
0.001877538,0.018696364
-0.015228923,0.040885455
0.024825231,0.057732727
0.057577846,0.062869091
0.062167385,0.091632727
0.031709538,0.129025455
-0.019401231,0.172581818
-0.048607385,0.156556364
-0.056743385,0.086496364
-0.041097231,0.013765455
-0.046104,-0.031434545
-0.074684308,-0.01582
-0.089704615,0.007601818
-0.070929231,0.039241818
-0.018775385,0.0678
0.002086154,0.079305455
-0.004380923,0.109301818
-0.035256,0.139092727
-0.064879385,0.149570909
-0.046521231,0.113410909
-0.028788923,0.046021818
-0.023364923,0.008423636
-0.058203692,-0.002670909
-0.107228308,0.0113
-0.106602462,0.051569091
-0.075936,0.057116364
-0.022947692,0.055267273
0.004380923,0.087934545
-0.018566769,0.121423636
-0.045269538,0.143407273
-0.048607385,0.114643636
-0.022739077,0.057938182
0.003337846,0.001438182
0.008344615,-0.032461818
-0.008136,-0.017258182
-0.030666462,0.003903636
-0.021696,0.026914545
0.007092923,0.0339
0.030666462,0.063896364
0.015228923,0.1243
-0.022113231,0.173403636
-0.023782154,0.181210909
0.008136,0.1243
0.055283077,0.057527273
0.072806769,-0.013149091
0.056743385,-0.044378182
0.040471385,-0.039036364
0.044852308,-0.029585455
0.071137846,0.003287273
0.083237538,0.048076364
0.069051692,0.121423636
0.030666462,0.2034
0.009387692,0.234012727
0.019192615,0.20114
0.055074462,0.123272727
0.102221538,0.026914545
0.113695385,-0.030201818
0.107854154,-0.054856364
0.099509538,-0.058143636
0.114947077,-0.039241818
0.134556923,-0.005752727
0.107436923,0.068210909
0.046312615,0.136832727
-0.021487385,0.17176
-0.043809231,0.147927273
-0.025659692,0.068210909
0.002920615,-0.022805455
0.031918154,-0.098001818
0.029414769,-0.109918182
0.017106462,-0.095330909
0.025659692,-0.074990909
0.040471385,-0.048076364
0.050484923,-0.013149091
0.024616615,0.042323636
-0.024616615,0.085469091
-0.046521231,0.107658182
-0.026494154,0.071087273
0.020235692,-0.001849091
0.059038154,-0.03842
0.079065231,-0.057321818
0.064462154,-0.045405455
0.041514462,-0.037598182
0.04068,-0.060814545
0.033795692,-0.0452
0.003129231,0.00678
-0.059246769,0.078483636
-0.106811077,0.137038182
-0.094711385,0.129641818
-0.028163077,0.071703636
0.068843077,0.015614545
0.126838154,-0.016847273
0.127046769,-0.013970909
0.110983385,0.000410909
0.114738462,-0.008423636
0.125377846,0.000821818
0.102012923,0.032872727
0.041723077,0.083003636
-0.038176615,0.144229091
-0.078022154,0.155529091
-0.056117538,0.09944
-0.007510154,0.028558182
0.037133538,-0.023832727
0.046729846,-0.046638182
0.043392,-0.035954545
0.046312615,-0.045405455
0.065505231,-0.050541818
0.064879385,-0.023010909
0.002712,0.026503636
-0.058203692,0.098618182
-0.098883692,0.116698182
-0.091999385,0.071909091
-0.022113231,0.007396364
0.039636923,-0.038625455
0.073432615,-0.034105455
0.049859077,-0.004725455
-0.002086154,0.013354545
-0.021278769,-0.008834545
-0.04068,-0.03842
-0.067174154,-0.033489091
-0.107228308,-0.00452
-0.141649846,0.030612727
-0.129341538,0.034516364
-0.074684308,0.001027273
-0.003963692,-0.033489091
0.037342154,-0.040063636
0.041097231,-0.002876364
0.025868308,0.020956364
0.020444308,-0.001643636
0.042348923,-0.042734545
0.036507692,-0.064101818
-0.017523692,-0.028352727
-0.091164923,0.030612727
-0.138103385,0.054856364
-0.102847385,0.041912727
-0.017940923,0.001849091
0.080525538,-0.016436364
0.136017231,0.024243636
0.108062769,0.056089091
0.068634462,0.0452
0.059038154,-0.007601818
0.056743385,-0.038214545
0.018149538,-0.016436364
-0.060081231,0.025887273
-0.108271385,0.068416364
-0.100552615,0.053212727
-0.051945231,0.010067273
0.021278769,-0.029790909
0.055908923,-0.016025455
0.056743385,0.038830909
0.055074462,0.05424
0.059246769,0.041501818
0.073015385,0.010067273
0.050276308,0.022189091
-0.007927385,0.071703636
-0.070929231,0.113616364
-0.095963077,0.120190909
-0.042557538,0.059787273
0.061332923,0.003081818
0.125169231,-0.001643636
0.114947077,0.059992727
0.076979077,0.108274545
0.026702769,0.100672727
-0.005424,0.066567273
-0.027328615,0.027941818
-0.066756923,0.050336364
-0.102221538,0.08362
-0.124960615,0.120601818
-0.080734154,0.113616364
0.026494154,0.069443636
0.104933538,0.08136
0.114321231,0.110329091
0.079273846,0.155323636
0.048398769,0.159843636
0.032752615,0.095741818
0.015020308,0.020545455
-0.006258462,0.000205455
-0.044643692,0.026709091
-0.093668308,0.081565455
-0.093042462,0.11526
-0.032752615,0.070470909
0.046104,0.055061818
0.095545846,0.072114545
0.090747692,0.116698182
0.061541538,0.12882
0.047772923,0.067594545
0.057369231,0.002670909
0.061541538,-0.030201818
0.007718769,0.020956364
-0.087201231,0.099645455
-0.143110154,0.154296364
-0.116824615,0.137038182
-0.030249231,0.099234545
0.061541538,0.081154545
0.113278154,0.074374545
0.111400615,0.097590909
0.093042462,0.069443636
0.089913231,0.00904
0.090956308,-0.036365455
0.059664,-0.033283636
-0.003963692,0.026914545
-0.045269538,0.085469091
-0.024825231,0.083825455
0.048607385,0.039241818
0.117867692,0.016847273
0.139772308,0.029585455
0.108897231,0.071909091
0.054865846,0.078894545
0.022739077,0.034516364
0.031083692,-0.02486
0.041723077,-0.04068
0.006258462,0.018696364
-0.039219692,0.099029091
-0.052362462,0.139298182
-0.000625846,0.10848
0.095128615,0.066978182
0.136225846,0.038830909
0.114738462,0.044378182
0.064462154,0.061841818
0.016689231,0.011094545
0.021070154,-0.052390909
0.042348923,-0.097385455
0.037759385,-0.078072727
0.006884308,0.013149091
-0.037550769,0.069854545
-0.038802462,0.078072727
0.001043077,0.044994545
0.044852308,0.015203636
0.059246769,0.025887273
0.031083692,0.04972
0.018358154,0.041296364
0.033169846,-0.034721818
0.071763692,-0.105809091
0.091373538,-0.110329091
0.043183385,-0.043761818
-0.029623385,0.038625455
-0.061332923,0.074785455
-0.032126769,0.069649091
0.015228923,0.019723636
0.050067692,-0.010889091
0.04068,0.016641818
-0.008344615,0.035132727
-0.021070154,0.014381818
-0.002503385,-0.028147273
0.004798154,-0.051569091
-0.016689231,-0.006985455
-0.071346462,0.048076364
-0.087409846,0.057321818
-0.038802462,0.057321818
0.044226462,0.006369091
0.114947077,-0.021983636
0.115572923,0.033283636
0.065922462,0.074785455
0.01356,0.079305455
-0.003129231,0.018901818
0.015854769,-0.041707273
0.029623385,-0.034105455
0.010848,0.023216364
-0.026911385,0.081770909
-0.034838769,0.090605455
-0.000417231,0.057938182
0.038593846,0.01356
0.046729846,0.039241818
-0.001460308,0.092865455
-0.048190154,0.093481818
-0.045269538,0.05198
-0.004798154,-0.017669091
0.048607385,-0.06328
0.049441846,-0.045405455
0.012308308,0.002465455
-0.030457846,0.038009091
-0.031918154,0.041707273
-0.001877538,0.0113
-0.006467077,0.016641818
-0.04068,0.0452
-0.095545846,0.051774545
-0.105768,0.025270909
-0.061124308,-0.050336364
-0.013768615,-0.102521818
-0.009596308,-0.093892727
-0.070929231,-0.021983636
-0.131636308,0.054034545
-0.140189538,0.065950909
-0.085323692,0.051569091
-0.001877538,0.031434545
0.039428308,0.041501818
0.02712,0.065950909
0.001043077,0.06102
-0.001668923,0.015614545
0.008553231,-0.046638182
-0.001877538,-0.047665455
-0.05424,0.002670909
-0.125377846,0.074374545
-0.155835692,0.11526
-0.124126154,0.099850909
-0.040888615,0.075812727
0.025451077,0.076429091
0.022739077,0.105603636
0.010430769,0.129025455
0.017106462,0.116903636
0.044852308,0.062458182
0.073432615,0.012327273
0.064462154,0.020956364
0.025451077,0.071703636
-0.015646154,0.095741818
-0.006884308,0.08588
0.030457846,0.069443636
0.054657231,0.046638182
0.036924923,0.073963636
-0.022113231,0.114027273
-0.043392,0.112794545
-0.014603077,0.084647273
0.045478154,0.028763636
0.104933538,0.027941818
0.106393846,0.071703636
0.069260308,0.106014545
0.045895385,0.116903636
0.072389538,0.071292727
0.119536615,0.040474545
0.135182769,0.055678182
0.120371077,0.085263636
0.096588923,0.111150909
0.095128615,0.100467273
0.127255385,0.058349091
0.162302769,0.037187273
0.144570462,0.063485455
0.069468923,0.1017
0.005424,0.112794545
0.002920615,0.074169091
0.050902154,0.030818182
0.102847385,0.023421818
0.108271385,0.029585455
0.077813538,0.067594545
0.068008615,0.086290909
0.075518769,0.050130909
0.090121846,0.019312727
0.073224,0.015203636
0.017732308,0.039241818
-0.023990769,0.06102
-0.034838769,0.04294
0.005632615,0.010478182
0.065713846,-0.005752727
0.096380308,-0.003492727
0.084072,0.039858182
0.055074462,0.069443636
0.047147077,0.03842
0.064879385,-0.007396364
0.073641231,-0.039858182
0.037550769,-0.028763636
-0.013977231,0.005341818
-0.055074462,0.016641818
-0.038802462,0.002465455
0.022113231,-0.002465455
0.045895385,-0.004109091
0.040471385,0.010272727
0.012934154,0.048281818
0.017940923,0.029996364
0.062584615,-0.017874545
0.089913231,-0.038009091
0.092416615,-0.023421818
0.035047385,0.02712
-0.019818462,0.067389091
-0.012516923,0.05198
0.023364923,0.018901818
0.053196923,-0.022189091
0.04068,-0.051774545
0.003963692,-0.0339
-0.020444308,-0.053418182
-0.014394462,-0.080949091
0.018149538,-0.096769091
0.027954462,-0.092454545
-0.002920615,-0.023421818
-0.065505231,0.036981818
-0.106811077,0.055883636
-0.094085538,0.034721818
-0.067382769,-0.006574545
-0.037968,-0.038625455
-0.047147077,-0.019723636
-0.060498462,0.003081818
-0.035047385,-0.010272727
0.000834462,-0.013149091
0.026285538,-0.027530909
-0.008970462,-0.012327273
-0.072806769,0.026092727
-0.122457231,0.036570909
-0.134765538,0.023627273
-0.104099077,-0.031845455
-0.080108308,-0.078072727
-0.074058462,-0.054034545
-0.09492,-0.009245455
-0.105976615,0.0113
-0.066339692,0.017669091
-0.015646154,-0.005341818
0.018775385,-0.001232727
0.003963692,0.048898182
-0.032335385,0.08136
-0.028788923,0.095536364
-0.001668923,0.068827273
0.048816,0.034105455
0.066756923,0.040269091
0.040054154,0.056294545
0.006467077,0.059170909
-0.027954462,0.035543636
0,-0.011710909
0.027745846,-0.043761818
0.034004308,-0.017669091
0.038385231,0.029174545
0.035673231,0.063690909
0.077187692,0.065129091
0.115155692,0.033489091
0.134974154,0.026503636
0.097006154,0.033283636
0.023573538,0.050336364
0.011265231,0.058554545
0.032544,0.030407273
0.083446154,-0.008423636
0.105350769,-0.005958182
0.093668308,0.035132727
0.081151385,0.059170909
0.038802462,0.067594545
0.037759385,0.032050909
0.036924923,-0.001027273
0.009179077,0.003081818
-0.021487385,0.016230909
-0.044017846,0.050130909
0.017523692,0.051158182
0.092416615,0.029585455
0.127046769,0.021161818
0.123083077,0.036776364
0.073849846,0.064512727
0.050484923,0.08588
0.048398769,0.08814
0.063001846,0.076634545
0.064879385,0.089989091
0.009596308,0.113410909
-0.031918154,0.15368
-0.039219692,0.145050909
-0.012099692,0.080127273
0.028163077,0.024449091
0.059872615,-0.017463636
0.068217231,-0.002465455
0.057577846,0.034105455
0.093876923,0.055472727
0.129341538,0.070265455
0.140606769,0.096769091
0.110983385,0.143818182
0.029414769,0.179361818
-0.016272,0.179361818
-0.023573538,0.128409091
0.017523692,0.057116364
0.066339692,0.005547273
0.075727385,0.008012727
0.061124308,0.046638182
0.042348923,0.078278182
0.071763692,0.095947273
0.090539077,0.104576364
0.072806769,0.127176364
0.024616615,0.158405455
-0.022739077,0.172376364
0.001043077,0.126149091
0.05424,0.048076364
0.102430154,-0.018285455
0.105768,-0.051774545
0.059038154,-0.01808
0.024408,0.02034
0.010430769,0.04294
0.031709538,0.050541818
0.046312615,0.068210909
0.001251692,0.121218182
-0.049859077,0.156761818
-0.076979077,0.151830909
-0.035047385,0.090605455
0.035464615,0.009861818
0.053614154,-0.048281818
0.036299077,-0.066567273
-0.016689231,-0.062663636
-0.036924923,-0.059376364
-0.019818462,-0.045816364
-0.002920615,-0.016847273
-0.011682462,0.046638182
-0.069468923,0.118958182
-0.102847385,0.155323636
-0.093042462,0.112178182
-0.039011077,0.027941818
0.016689231,-0.055678182
0.030666462,-0.093687273
0.006675692,-0.062252727
-0.036924923,-0.052390909
-0.036299077,-0.022805455
-0.017106462,0.018696364
-0.015646154,0.064923636
-0.040888615,0.155323636
-0.085949538,0.203194545
-0.094294154,0.189018182
-0.046312615,0.111356364
0.019401231,0.004930909
0.055700308,-0.056910909
0.047147077,-0.067183636
0.017940923,-0.054445455
0.011473846,-0.03616
0.041305846,-0.014381818
0.069051692,0.012738182
0.044852308,0.069032727
-0.008970462,0.129436364
-0.044643692,0.141763636
-0.032335385,0.097385455
0.012308308,0.015203636
0.047564308,-0.040885455
0.058829538,-0.047254545
0.036924923,-0.047254545
0.025242462,-0.040269091
0.031083692,-0.038214545
0.035673231,-0.045816364
0.021278769,0.000205455
-0.033169846,0.084647273
-0.079482462,0.124710909
-0.069886154,0.117930909
-0.006675692,0.054856364
0.072806769,-0.022805455
0.113904,-0.054034545
0.088661538,-0.078894545
0.039845538,-0.080949091
0.016272,-0.090605455
0.015228923,-0.101494545
0.001460308,-0.055061818
-0.048190154,0.041912727
-0.109105846,0.139503636
-0.137268923,0.171143636
-0.106602462,0.126354545
-0.023782154,0.024243636
0.051945231,-0.03616
0.076561846,-0.062252727
0.062584615,-0.062458182
0.049650462,-0.042529091
0.069886154,-0.062252727
0.075727385,-0.040269091
0.034004308,0.030612727
-0.033795692,0.116903636
-0.094502769,0.169294545
-0.095754462,0.149365455
-0.041723077,0.08362
0.016272,0.021367273
0.029623385,0.006985455
-0.006258462,0.026298182
-0.042974769,0.039858182
-0.040054154,0.009245455
-0.002086154,-0.000410909
0.007927385,0.017258182
-0.030666462,0.064101818
-0.087201231,0.115876364
-0.120579692,0.103754545
-0.084489231,0.062047273
-0.005841231,0.00452
0.061541538,0.000205455
0.080942769,0.030201818
0.061332923,0.052801818
0.051319385,0.0339
0.053614154,-0.025065455
0.049859077,-0.033489091
0.011682462,-0.003492727
-0.067382769,0.075607273
-0.135182769,0.1243
-0.145404923,0.129436364
-0.093251077,0.120601818
-0.024616615,0.101289091
0.009387692,0.158405455
0.014603077,0.186141818
0.016689231,0.151009091
0.049441846,0.081770909
0.098883692,-0.007807273
0.107645538,-0.022805455
0.059246769,0.036981818
-0.021696,0.112794545
-0.050484923,0.144023636
-0.010639385,0.122861818
0.053614154,0.092043636
0.090121846,0.10622
0.058412308,0.122450909
0.020444308,0.112178182
0,0.060814545
0.008553231,-0.031845455
0.019609846,-0.055678182
-0.024825231,-0.018696364
-0.076561846,0.054856364
-0.100135385,0.100878182
-0.051736615,0.080949091
0.04068,0.050541818
0.101178462,0.044378182
0.132262154,0.103138182
0.113904,0.143612727
0.086366769,0.130669091
0.083237538,0.053623636
0.080734154,-0.034516364
0.054657231,-0.048692727
-0.016689231,-0.02712
-0.069886154,0.016641818
-0.075518769,0.010067273
-0.023782154,-0.014998182
0.059872615,-0.009245455
0.096588923,0.036365455
0.095754462,0.11978
0.075518769,0.136627273
0.069468923,0.075812727
0.096171692,-0.019723636
0.111817846,-0.076018182
0.087201231,-0.06554
0.020652923,-0.019723636
-0.026911385,-0.003903636
-0.012934154,-0.021778182
0.030875077,-0.033694545
0.061541538,-0.015203636
0.057786462,0.067389091
0.044435077,0.113
0.050693538,0.080949091
0.081151385,-0.001849091
0.106811077,-0.084030909
0.079899692,-0.088756364
0.009179077,-0.016230909
-0.055074462,0.055267273
-0.068008615,0.061636364
-0.025659692,0.05424
0.024199385,0.042118182
0.034838769,0.069649091
0.006258462,0.117109091
-0.018775385,0.089989091
-0.019401231,0.01582
-0.005841231,-0.069032727
-0.017106462,-0.104165455
-0.072598154,-0.064923636
-0.121205538,-0.010889091
-0.125377846,0.007601818
-0.066965538,-0.013765455
0.018775385,-0.036776364
0.059872615,-0.002465455
0.051110769,0.073963636
0.013768615,0.110945455
-0.005215385,0.072525455
0.003755077,-0.004314545
-0.003963692,-0.058554545
-0.036716308,-0.045405455
-0.098257846,0.010683636
-0.134974154,0.012738182
-0.112860923,-0.032461818
-0.052362462,-0.092043636
0.002503385,-0.104781818
-0.003337846,-0.035543636
-0.039428308,0.033078182
-0.061541538,0.060814545
-0.037759385,0.025270909
0.009804923,-0.038625455
0.020027077,-0.071087273
-0.014394462,-0.044378182
-0.058203692,-0.012943636
-0.048190154,-0.010272727
0.004589538,-0.021161818
0.054657231,-0.026709091
0.074058462,0.017052727
0.024616615,0.067183636
-0.021487385,0.0904
-0.015228923,0.053623636
0.016689231,-0.010889091
0.037550769,-0.035954545
-0.002086154,0.013970909
-0.063210462,0.083825455
-0.096797538,0.087523636
-0.064879385,0.059787273
0.010639385,-0.001438182
0.065296615,-0.008218182
0.072389538,0.042118182
0.041931692,0.086085455
0.045895385,0.080743636
0.080734154,0.010067273
0.119328,-0.02034
0.116198769,-0.003287273
0.050693538,0.074990909
0.001251692,0.123272727
-0.013351385,0.096152727
0.018984,0.028558182
0.059246769,-0.036776364
0.068008615,-0.028352727
0.050693538,-0.001849091
0.01356,0.041707273
0.018149538,0.035132727
0.034004308,0.009450909
0.030249231,0.032256364
-0.001877538,0.068005455
-0.061750154,0.089989091
-0.072180923,0.057938182
-0.026911385,-0.010683636
0.050067692,-0.087523636
0.095754462,-0.076634545
0.071763692,-0.01356
0.041514462,0.058554545
0.025659692,0.105398182
0.049859077,0.084030909
0.078648,0.077661818
0.053196923,0.085469091
0.013142769,0.127381818
-0.02712,0.137449091
-0.010430769,0.092249091
0.053822769,0.041912727
0.081777231,0.021367273
0.055908923,0.057938182
-0.001460308,0.090605455
-0.017106462,0.127792727
0.015854769,0.105398182
0.067174154,0.074785455
0.090539077,0.100878182
0.065922462,0.132723636
0.036924923,0.177718182
0.023573538,0.170938182
0.057786462,0.123889091
0.100135385,0.08136
0.109940308,0.069649091
0.095128615,0.088550909
0.052988308,0.099850909
0.045269538,0.074374545
0.070512,0.016847273
0.076979077,0.016641818
0.050484923,0.068005455
-0.005632615,0.135189091
-0.031083692,0.165801818
-0.014185846,0.123272727
0.039428308,0.064307273
0.111817846,-0.001643636
0.124543385,-0.038009091
0.097214769,-0.02486
0.080108308,-0.021367273
0.105559385,-0.039241818
0.130593231,-0.02034
0.084072,0.041090909
0.003129231,0.109096364
-0.056534769,0.151625455
-0.051736615,0.115670909
0.010639385,0.048898182
0.080108308,-0.001232727
0.095545846,-0.017874545
0.049650462,0.02486
