Bearing,Fault Diameter,DE,FE
Normal,0,-0.036924923,0.019723636
Normal,0,-0.037550769,-0.026709091
Normal,0,-0.041931692,-0.064512727
Normal,0,-0.071555077,-0.038009091
Normal,0,-0.098675077,0.013970909
Normal,0,-0.106185231,0.007601818
Normal,0,-0.042348923,-0.0452
Normal,0,0.044852308,-0.091632727
Normal,0,0.082194462,-0.108890909
Normal,0,0.068217231,-0.061841818
Normal,0,0.025868308,-0.023421818
Normal,0,0.003755077,-0.03842
Normal,0,0.001251692,-0.07684
Normal,0,0.010639385,-0.130874545
Normal,0,-0.005006769,-0.121423636
Normal,0,-0.059246769,-0.052185455
Normal,0,-0.112860923,-0.003081818
Normal,0,-0.129132923,0.009861818
Normal,0,-0.082820308,-0.020750909
Normal,0,-0.031709538,-0.050130909
Normal,0,-0.027745846,-0.034721818
Normal,0,-0.065713846,0
Normal,0,-0.105768,0.014587273
Normal,0,-0.098257846,-0.000410909
Normal,0,-0.060289846,-0.031845455
Normal,0,-0.043809231,-0.032667273
Normal,0,-0.069051692,0.041090909
Normal,0,-0.104933538,0.106014545
Normal,0,-0.101178462,0.111972727
Normal,0,-0.047981538,0.070470909
Normal,0,0.031083692,-0.003081818
Normal,0,0.070512,-0.011094545
Normal,0,0.044017846,0.031023636
Normal,0,-0.004589538,0.070881818
Normal,0,-0.045478154,0.078689091
Normal,0,-0.044226462,0.032050909
Normal,0,-0.035047385,0.02034
Normal,0,-0.064879385,0.071087273
Normal,0,-0.107645538,0.143201818
Normal,0,-0.129132923,0.177923636
Normal,0,-0.086784,0.153474545
Normal,0,-0.006675692,0.079305455
Normal,0,0.067591385,0.025065455
Normal,0,0.098049231,0.023627273
Normal,0,0.065088,0.023421818
Normal,0,0.035047385,0.038625455
Normal,0,0.030040615,0.005136364
Normal,0,0.030875077,-0.033078182
Normal,0,0.015646154,-0.001027273
Normal,0,-0.024408,0.053623636
Normal,0,-0.058412308,0.094303636
Normal,0,-0.051110769,0.08814
Normal,0,0.004798154,0.041912727
Normal,0,0.056326154,0.00226
Normal,0,0.068843077,0.012327273
Normal,0,0.041931692,0.023421818
Normal,0,0.008136,0.036570909
Normal,0,-0.002920615,0.015409091
Normal,0,0.022530462,-0.028558182
Normal,0,0.066548308,-0.007190909
Normal,0,0.063627692,0.048281818
Normal,0,0.032961231,0.131490909
Normal,0,0.018775385,0.180183636
Normal,0,0.039845538,0.142996364
Normal,0,0.085115077,0.092043636
Normal,0,0.113904,0.080127273
Normal,0,0.102847385,0.082798182
Normal,0,0.071346462,0.109507273
Normal,0,0.0678,0.126354545
Normal,0,0.080734154,0.091427273
Normal,0,0.094711385,0.092249091
Normal,0,0.090956308,0.125532727
Normal,0,0.037133538,0.170732727
Normal,0,-0.022113231,0.2147
Normal,0,-0.022947692,0.205249091
Normal,0,0.043809231,0.162514545
Normal,0,0.102847385,0.128614545
Normal,0,0.114321231,0.122656364
Normal,0,0.120579692,0.148132727
Normal,0,0.125169231,0.163952727
Normal,0,0.140398154,0.116081818
Normal,0,0.170856,0.081154545
Normal,0,0.170856,0.076223636
Normal,0,0.123917538,0.09718
Normal,0,0.049650462,0.148954545
Normal,0,0.012099692,0.11978
Normal,0,0.039219692,0.052390909
Normal,0,0.088244308,0.014587273
Normal,0,0.138937846,0.006163636
Normal,0,0.144361846,0.047870909
Normal,0,0.113904,0.112589091
Normal,0,0.094711385,0.11978
Normal,0,0.095337231,0.063690909
Normal,0,0.112026462,0.028147273
Normal,0,0.091373538,0.019518182
Normal,0,0.041723077,0.059376364
Normal,0,-0.005424,0.087318182
Normal,0,-0.000208615,0.060198182
Normal,0,0.058620923,0.025065455
Normal,0,0.110983385,-0.016025455
Normal,0,0.1356,0.013354545
Normal,0,0.104933538,0.049514545
Normal,0,0.083028923,0.025476364
Normal,0,0.106185231,-0.024038182
Normal,0,0.129132923,-0.065129091
Normal,0,0.118702154,-0.054445455
Normal,0,0.056743385,0.003903636
Normal,0,-0.008553231,0.072525455
Normal,0,-0.049650462,0.060198182
Normal,0,-0.040262769,0.032256364
Normal,0,0.013977231,0.001027273
Normal,0,0.038802462,-0.020956364
Normal,0,0.025868308,0.028969091
Normal,0,0.004798154,0.040063636
Normal,0,0.033378462,0.023627273
Normal,0,0.092208,-0.006574545
Normal,0,0.103056,-0.019312727
Normal,0,0.068634462,0.035954545
Normal,0,-0.014185846,0.089578182
Normal,0,-0.101595692,0.112383636
Normal,0,-0.124752,0.08814
Normal,0,-0.105768,0.039447273
Normal,0,-0.076979077,-0.008834545
Normal,0,-0.064253538,-0.002465455
Normal,0,-0.071555077,0.036365455
Normal,0,-0.084072,0.040063636
Normal,0,-0.076353231,0.019107273
Normal,0,-0.042974769,-0.0226
Normal,0,-0.048607385,-0.008423636
Normal,0,-0.089287385,0.038214545
Normal,0,-0.134765538,0.058143636
Normal,0,-0.142067077,0.050747273
Normal,0,-0.076979077,-0.001849091
Normal,0,0.012725538,-0.061841818
Normal,0,0.076144615,-0.070470909
Normal,0,0.079482462,-0.03164
Normal,0,0.062584615,-0.010272727
Normal,0,0.050067692,-0.017669091
Normal,0,0.040888615,-0.057116364
Normal,0,0.037550769,-0.065950909
Normal,0,-0.003755077,-0.017874545
Normal,0,-0.067174154,0.032872727
Normal,0,-0.114321231,0.069032727
Normal,0,-0.104099077,0.032461818
Normal,0,-0.038385231,-0.03164
Normal,0,0.011473846,-0.057116364
Normal,0,0.036507692,-0.035749091
Normal,0,0.02712,-0.014587273
Normal,0,0.014394462,-0.033078182
Normal,0,0.045895385,-0.063074545
Normal,0,0.073432615,-0.098207273
Normal,0,0.071137846,-0.060403636
Normal,0,0.02712,0.0113
Normal,0,-0.030457846,0.057732727
Normal,0,-0.049650462,0.073141818
Normal,0,-0.033795692,0.032050909
Normal,0,0.001460308,0.003698182
Normal,0,-0.008344615,-0.004930909
Normal,0,-0.052153846,0.001438182
Normal,0,-0.073849846,-0.013765455
Normal,0,-0.071137846,-0.04972
Normal,0,-0.040471385,-0.074169091
Normal,0,-0.031292308,-0.071909091
Normal,0,-0.053196923,-0.003081818
Normal,0,-0.088870154,0.072730909
Normal,0,-0.108271385,0.117930909
Normal,0,-0.074684308,0.098823636
Normal,0,-0.025868308,0.046021818
Normal,0,0.002920615,0.015203636
Normal,0,0.005215385,0.000205455
Normal,0,0.005215385,0.001438182
Normal,0,0.023990769,0.002670909
Normal,0,0.056117538,-0.015409091
Normal,0,0.070929231,-0.025887273
Normal,0,0.045895385,0.023421818
Normal,0,-0.006258462,0.069649091
Normal,0,-0.067174154,0.112589091
Normal,0,-0.083237538,0.104576364
Normal,0,-0.048398769,0.060814545
Normal,0,-0.010430769,0.04972
Normal,0,0.017523692,0.01582
Normal,0,0.018358154,0.029996364
Normal,0,0.029206154,0.019723636
Normal,0,0.072389538,-0.03616
Normal,0,0.100761231,-0.081154545
Normal,0,0.122457231,-0.096152727
Normal,0,0.111400615,-0.030201818
Normal,0,0.078439385,0.042118182
Normal,0,0.069677538,0.083825455
Normal,0,0.070512,0.082387273
Normal,0,0.092208,0.077045455
Normal,0,0.088661538,0.076634545
Normal,0,0.041723077,0.08362
Normal,0,0.003546462,0.08588
Normal,0,-0.007927385,0.032256364
Normal,0,0.027954462,-0.027325455
Normal,0,0.066965538,-0.060403636
Normal,0,0.068425846,-0.02486
Normal,0,0.051945231,0.050952727
Normal,0,0.032544,0.109096364
Normal,0,0.042348923,0.136832727
Normal,0,0.078856615,0.139298182
Normal,0,0.104307692,0.144023636
Normal,0,0.085115077,0.156761818
Normal,0,0.050276308,0.180594545
Normal,0,0.041931692,0.149776364
Normal,0,0.051945231,0.088961818
Normal,0,0.078230769,0.039858182
Normal,0,0.080108308,0.033489091
Normal,0,0.056117538,0.096563636
Normal,0,0.032126769,0.145256364
Normal,0,0.022739077,0.17854
Normal,0,0.048398769,0.162925455
Normal,0,0.062584615,0.151625455
Normal,0,0.053614154,0.170938182
Normal,0,0.021070154,0.176690909
Normal,0,0.005841231,0.186347273
Normal,0,0.037968,0.13334
Normal,0,0.083863385,0.073347273
Normal,0,0.123917538,0.029585455
Normal,0,0.102638769,0.019107273
Normal,0,0.046312615,0.046843636
Normal,0,-0.006049846,0.046638182
Normal,0,-0.016897846,0.039652727
Normal,0,0.021278769,0.036776364
Normal,0,0.023364923,0.073347273
Normal,0,-0.002712,0.140325455
Normal,0,-0.032544,0.189018182
Normal,0,-0.035464615,0.179772727
Normal,0,0.010222154,0.106425455
Normal,0,0.053614154,0.0113
Normal,0,0.076979077,-0.052801818
Normal,0,0.058829538,-0.063485455
Normal,0,0.019192615,-0.055678182
Normal,0,0.002920615,-0.048692727
Normal,0,-0.010222154,-0.040063636
Normal,0,-0.010430769,-0.005547273
Normal,0,-0.036299077,0.068210909
Normal,0,-0.089496,0.148543636
Normal,0,-0.102221538,0.164569091
Normal,0,-0.070929231,0.097590909
Normal,0,0.007718769,-0.007190909
Normal,0,0.065296615,-0.102110909
Normal,0,0.066548308,-0.132723636
Normal,0,0.040262769,-0.119574545
Normal,0,0.009596308,-0.096152727
Normal,0,0.006884308,-0.057321818
Normal,0,0.010430769,-0.013149091
Normal,0,-0.001251692,0.048076364
Normal,0,-0.054448615,0.122450909
Normal,0,-0.120162462,0.153269091
Normal,0,-0.115572923,0.117930909
Normal,0,-0.055283077,0.03616
Normal,0,0.001877538,-0.053829091
Normal,0,0.012099692,-0.099850909
Normal,0,-0.025659692,-0.101083636
Normal,0,-0.060915692,-0.073758182
Normal,0,-0.072389538,-0.060403636
Normal,0,-0.045895385,-0.063074545
Normal,0,-0.034421538,-0.026914545
Normal,0,-0.083237538,0.042529091
Normal,0,-0.134556923,0.103343636
Normal,0,-0.160008,0.121834545
Normal,0,-0.148534154,0.0904
Normal,0,-0.112443692,0.016230909
Normal,0,-0.076979077,-0.049103636
Normal,0,-0.058203692,-0.080538182
Normal,0,-0.063836308,-0.091221818
Normal,0,-0.059872615,-0.099645455
Normal,0,-0.038802462,-0.122245455
Normal,0,-0.033169846,-0.11074
Normal,0,-0.068008615,-0.048487273
Normal,0,-0.132888,0.0452
Normal,0,-0.199853538,0.107863636
Normal,0,-0.215082462,0.096152727
Normal,0,-0.159590769,0.030407273
Normal,0,-0.086575385,-0.048898182
Normal,0,-0.041097231,-0.103343636
Normal,0,-0.051110769,-0.123478182
Normal,0,-0.074058462,-0.118752727
Normal,0,-0.060498462,-0.134778182
Normal,0,-0.026494154,-0.125943636
Normal,0,-0.009804923,-0.068005455
Normal,0,-0.027745846,0.015409091
Normal,0,-0.052153846,0.104781818
Normal,0,-0.055908923,0.125327273
Normal,0,-0.030457846,0.071087273
Normal,0,0.001460308,-0.014381818
Normal,0,0.012934154,-0.074169091
Normal,0,-0.006049846,-0.092249091
Normal,0,-0.039845538,-0.081154545
Normal,0,-0.057369231,-0.070676364
Normal,0,-0.050067692,-0.069238182
Normal,0,-0.047564308,-0.041296364
Normal,0,-0.071972308,0.01808
Normal,0,-0.102012923,0.086290909
Normal,0,-0.103056,0.094509091
Normal,0,-0.050902154,0.05424
Normal,0,0.024825231,-0.013970909
Normal,0,0.089078769,-0.06102
Normal,0,0.114321231,-0.044583636
Normal,0,0.086158154,-0.011094545
Normal,0,0.057160615,0.024654545
Normal,0,0.066339692,0.014792727
Normal,0,0.089913231,0.019929091
Normal,0,0.085740923,0.05424
Normal,0,0.028371692,0.102932727
Normal,0,-0.038802462,0.144229091
Normal,0,-0.057160615,0.124916364
Normal,0,-0.022321846,0.098823636
Normal,0,0.042974769,0.067594545
Normal,0,0.087409846,0.077661818
Normal,0,0.109523077,0.096358182
Normal,0,0.140606769,0.102110909
Normal,0,0.173568,0.084852727
Normal,0,0.205694769,0.032461818
Normal,0,0.204025846,0.02938
Normal,0,0.150411692,0.054650909
Normal,0,0.079273846,0.094303636
Normal,0,0.024408,0.102316364
Normal,0,0.026285538,0.05876
Normal,0,0.065505231,0.0113
Normal,0,0.097423385,-0.005547273
Normal,0,0.088870154,0.007807273
Normal,0,0.060707077,0.02712
Normal,0,0.049024615,0.024654545
Normal,0,0.052362462,-0.013765455
Normal,0,0.070720615,-0.009656364
Normal,0,0.055700308,0.032872727
Normal,0,-0.001668923,0.105398182
Normal,0,-0.050693538,0.151009091
Normal,0,-0.044435077,0.124916364
Normal,0,0.014185846,0.083825455
Normal,0,0.087618462,0.028352727
Normal,0,0.116407385,0.024654545
Normal,0,0.091164923,0.04294
Normal,0,0.074267077,0.053007273
Normal,0,0.075310154,0.047254545
Normal,0,0.087618462,0.042734545
Normal,0,0.063001846,0.089167273
Normal,0,-0.000834462,0.133750909
Normal,0,-0.050902154,0.179156364
Normal,0,-0.052779692,0.163130909
Normal,0,0.022321846,0.098618182
Normal,0,0.104099077,0.056910909
Normal,0,0.141441231,0.076223636
Normal,0,0.123708923,0.148954545
Normal,0,0.076979077,0.184703636
Normal,0,0.061958769,0.173403636
Normal,0,0.076561846,0.108274545
Normal,0,0.083863385,0.064718182
Normal,0,0.035047385,0.062458182
Normal,0,-0.048816,0.078072727
Normal,0,-0.100135385,0.087523636
Normal,0,-0.083446154,0.051774545
Normal,0,-0.005632615,0.025065455
Normal,0,0.057577846,0.020545455
Normal,0,0.080108308,0.073347273
Normal,0,0.080108308,0.129436364
Normal,0,0.050484923,0.144434545
Normal,0,0.047355692,0.101905455
Normal,0,0.055283077,0.031229091
Normal,0,0.015646154,0.019723636
Normal,0,-0.050484923,0.024654545
Normal,0,-0.112860923,0.060609091
Normal,0,-0.106602462,0.047665455
Normal,0,-0.039636923,0.00226
Normal,0,0.030666462,-0.00452
Normal,0,0.070929231,-0.003903636
Normal,0,0.049024615,0.04294
Normal,0,0.028788923,0.05198
Normal,0,0.040262769,-0.005958182
Normal,0,0.059872615,-0.086290909
Normal,0,0.059664,-0.106836364
Normal,0,-0.004172308,-0.045816364
Normal,0,-0.090956308,0.045816364
Normal,0,-0.144153231,0.111356364
Normal,0,-0.117241846,0.075812727
Normal,0,-0.016897846,0.029996364
Normal,0,0.060707077,0.003698182
Normal,0,0.075310154,0.026298182
Normal,0,0.055074462,0.061430909
Normal,0,0.032752615,0.039652727
Normal,0,0.037968,0.004109091
Normal,0,0.051528,-0.022394545
Normal,0,0.030249231,0.006985455
Normal,0,-0.021487385,0.059787273
Normal,0,-0.067382769,0.094509091
Normal,0,-0.063001846,0.044172727
Normal,0,0.009179077,-0.024449091
Normal,0,0.097423385,-0.046638182
Normal,0,0.127881231,-0.029585455
Normal,0,0.083028923,0.0452
Normal,0,0.025451077,0.04972
Normal,0,0.011265231,0.009656364
Normal,0,0.026911385,-0.058554545
Normal,0,0.029206154,-0.091427273
Normal,0,-0.007092923,-0.036981818
Normal,0,-0.063001846,0.022805455
Normal,0,-0.078230769,0.075401818
Normal,0,-0.028997538,0.049309091
Normal,0,0.044643692,0.02034
Normal,0,0.090121846,0.028763636
Normal,0,0.073641231,0.066567273
Normal,0,0.023364923,0.107452727
Normal,0,0.000208615,0.060814545
Normal,0,0.028580308,-0.029585455
Normal,0,0.060707077,-0.115465455
Normal,0,0.045478154,-0.131901818
Normal,0,-0.011056615,-0.099029091
Normal,0,-0.042557538,-0.065334545
Normal,0,-0.014185846,-0.045405455
Normal,0,0.039428308,-0.041912727
Normal,0,0.086158154,-0.019107273
Normal,0,0.082194462,0.026092727
Normal,0,0.037342154,0.071087273
Normal,0,0.004589538,0.034310909
Normal,0,0.000834462,-0.048487273
Normal,0,0.024616615,-0.136832727
Normal,0,0.030040615,-0.146078182
Normal,0,-0.016897846,-0.046021818
Normal,0,-0.077396308,0.043145455
Normal,0,-0.098883692,0.096769091
Normal,0,-0.050067692,0.0678
Normal,0,0.023990769,0.037392727
Normal,0,0.064879385,0.050130909
Normal,0,0.055908923,0.080332727
Normal,0,0.001668923,0.099850909
Normal,0,-0.026494154,0.054650909
Normal,0,-0.015646154,-0.001027273
Normal,0,-0.015646154,-0.038625455
Normal,0,-0.039428308,0.003492727
Normal,0,-0.092416615,0.073347273
Normal,0,-0.10848,0.118547273
Normal,0,-0.051945231,0.121423636
Normal,0,0.036924923,0.070265455
Normal,0,0.088661538,0.067594545
Normal,0,0.064879385,0.079921818
Normal,0,0.013768615,0.094509091
Normal,0,-0.028580308,0.088550909
Normal,0,-0.023364923,0.04294
Normal,0,0.010013538,0.013970909
Normal,0,0.027745846,0.036365455
Normal,0,0.011682462,0.113821818
Normal,0,-0.028997538,0.151214545
Normal,0,-0.022113231,0.139914545
Normal,0,0.039845538,0.081565455
Normal,0,0.089078769,0.041707273
Normal,0,0.082403077,0.061841818
Normal,0,0.025868308,0.088345455
Normal,0,-0.029623385,0.106014545
Normal,0,-0.037759385,0.048692727
Normal,0,-0.007510154,-0.036365455
Normal,0,0.034630154,-0.08136
Normal,0,0.045269538,-0.045816364
Normal,0,0.014811692,0.032667273
Normal,0,-0.003755077,0.072114545
Normal,0,0.023573538,0.068210909
Normal,0,0.065296615,0.034721818
Normal,0,0.069468923,0.031434545
Normal,0,0.019401231,0.035543636
Normal,0,-0.035464615,0.037392727
Normal,0,-0.042974769,0.010683636
Normal,0,-0.019401231,-0.061430909
Normal,0,0.015854769,-0.093481818
Normal,0,0.028163077,-0.050541818
Normal,0,0.000625846,0.044378182
Normal,0,-0.023364923,0.106836364
Normal,0,-0.016480615,0.110123636
Normal,0,0.034630154,0.065950909
Normal,0,0.089704615,0.044172727
Normal,0,0.089287385,0.062458182
Normal,0,0.049024615,0.09266
Normal,0,-0.000625846,0.128614545
Normal,0,-0.015020308,0.095536364
Normal,0,0.003963692,0.058965455
Normal,0,0.005424,0.069032727
Normal,0,-0.02712,0.128614545
Normal,0,-0.068634462,0.189634545
Normal,0,-0.062376,0.200523636
Normal,0,0.006049846,0.177718182
Normal,0,0.094294154,0.127176364
Normal,0,0.134139692,0.111972727
Normal,0,0.105976615,0.110123636
Normal,0,0.060498462,0.116903636
Normal,0,0.035256,0.096358182
Normal,0,0.055491692,0.041912727
Normal,0,0.079273846,0.037392727
Normal,0,0.061958769,0.073347273
Normal,0,0.022530462,0.120601818
Normal,0,-0.008970462,0.128203636
Normal,0,0.016480615,0.089578182
Normal,0,0.061541538,0.035132727
Normal,0,0.077187692,0.016847273
Normal,0,0.055283077,0.046638182
Normal,0,0.005632615,0.09492
Normal,0,-0.028371692,0.106836364
Normal,0,-0.019192615,0.044172727
Normal,0,0.018149538,-0.002876364
Normal,0,0.025033846,-0.018696364
Normal,0,-0.005424,0.013149091
Normal,0,-0.036090462,0.054650909
Normal,0,-0.029623385,0.039652727
Normal,0,0.030040615,0.011710909
Normal,0,0.087618462,-0.025476364
Normal,0,0.098883692,-0.029174545
Normal,0,0.064879385,-0.01356
Normal,0,0.022530462,-0.007807273
Normal,0,0.028997538,-0.040269091
Normal,0,0.062793231,-0.079305455
Normal,0,0.084697846,-0.06102
Normal,0,0.066756923,-0.013765455
Normal,0,0.003963692,0.070676364
Normal,0,-0.054865846,0.113205455
Normal,0,-0.068843077,0.091427273
Normal,0,-0.023573538,0.055678182
Normal,0,0.032544,0.036981818
Normal,0,0.04068,0.050541818
Normal,0,0.031292308,0.059787273
Normal,0,0.047355692,0.034721818
Normal,0,0.088244308,-0.023010909
Normal,0,0.125586462,-0.044789091
Normal,0,0.118076308,-0.024243636
Normal,0,0.062584615,0.04068
Normal,0,-0.01356,0.096563636
Normal,0,-0.041305846,0.080949091
Normal,0,-0.004798154,0.037803636
Normal,0,0.043183385,-0.001232727
Normal,0,0.054657231,-0.005136364
Normal,0,0.015020308,0.009861818
Normal,0,-0.022739077,0.02034
Normal,0,-0.027537231,0.007807273
Normal,0,-0.003546462,-0.01582
Normal,0,0.003129231,-0.00904
Normal,0,-0.040054154,0.021367273
Normal,0,-0.086158154,0.050541818
Normal,0,-0.099718154,0.042734545
Normal,0,-0.059246769,-0.007807273
Normal,0,0.007718769,-0.047665455
Normal,0,0.040888615,-0.049103636
Normal,0,0.040054154,-0.019312727
Normal,0,0.008761846,0.002670909
Normal,0,-0.011891077,-0.021983636
Normal,0,0.000208615,-0.066772727
Normal,0,0.006675692,-0.10848
Normal,0,-0.003546462,-0.100467273
Normal,0,-0.046938462,-0.034927273
Normal,0,-0.076979077,0.002670909
Normal,0,-0.061332923,-0.003492727
Normal,0,-0.017940923,-0.028558182
Normal,0,0.034630154,-0.044378182
Normal,0,0.035256,-0.0226
Normal,0,0.020444308,-0.002054545
Normal,0,0.021904615,0.003287273
Normal,0,0.050902154,-0.016230909
Normal,0,0.097006154,-0.048898182
Normal,0,0.089913231,-0.034927273
Normal,0,0.050693538,0.009245455
Normal,0,-0.019192615,0.04972
Normal,0,-0.059246769,0.057116364
Normal,0,-0.037133538,0.035338182
Normal,0,-0.005006769,0.022189091
Normal,0,0.017940923,0.022189091
Normal,0,-0.006049846,0.035543636
Normal,0,-0.029414769,0.028969091
Normal,0,-0.027954462,0.003492727
Normal,0,-0.012099692,-0.03164
Normal,0,-0.004589538,-0.052596364
Normal,0,-0.045269538,-0.001232727
Normal,0,-0.109523077,0.070470909
Normal,0,-0.158339077,0.118136364
Normal,0,-0.158964923,0.120396364
Normal,0,-0.108688615,0.087934545
Normal,0,-0.054448615,0.064512727
Normal,0,-0.041514462,0.057732727
Normal,0,-0.054657231,0.063690909
Normal,0,-0.056952,0.055472727
Normal,0,-0.037133538,0.021983636
Normal,0,-0.015646154,-0.017874545
Normal,0,-0.024199385,-0.010683636
Normal,0,-0.076979077,0.039652727
Normal,0,-0.126629538,0.082592727
Normal,0,-0.134765538,0.089578182
Normal,0,-0.095963077,0.07006
Normal,0,-0.040262769,0.046432727
Normal,0,-0.037342154,0.036365455
Normal,0,-0.056534769,0.044172727
Normal,0,-0.062793231,0.037392727
Normal,0,-0.039428308,0.00904
Normal,0,0.007301538,-0.041296364
Normal,0,0.024199385,-0.062663636
Normal,0,0.017523692,-0.026709091
Normal,0,-0.019401231,0.022805455
Normal,0,-0.036924923,0.061225455
Normal,0,-0.008970462,0.072525455
Normal,0,0.022321846,0.073347273
Normal,0,0.044852308,0.077045455
Normal,0,0.02712,0.094098182
Normal,0,0.005215385,0.093276364
Normal,0,0.007092923,0.048281818
Normal,0,0.036090462,-0.004725455
Normal,0,0.079691077,-0.042323636
Normal,0,0.074058462,-0.020134545
Normal,0,0.034212923,0.040063636
Normal,0,-0.001460308,0.082592727
Normal,0,-0.001460308,0.100672727
Normal,0,0.048398769,0.089167273
Normal,0,0.100135385,0.072730909
Normal,0,0.109940308,0.079510909
Normal,0,0.068634462,0.086496364
Normal,0,0.028788923,0.077867273
Normal,0,0.032335385,0.054650909
Normal,0,0.056117538,0.009656364
Normal,0,0.080108308,0.003903636
Normal,0,0.063627692,0.028352727
Normal,0,0.028580308,0.055267273
Normal,0,0.002503385,0.089783636
Normal,0,0.013351385,0.081770909
Normal,0,0.058412308,0.068210909
Normal,0,0.05424,0.071292727
Normal,0,0.033169846,0.084852727
Normal,0,0.011056615,0.103754545
Normal,0,0.003546462,0.078894545
Normal,0,0.027328615,0.028352727
Normal,0,0.052362462,-0.010683636
Normal,0,0.063627692,-0.003903636
Normal,0,0.028163077,0.021983636
Normal,0,-0.000625846,0.032256364
Normal,0,0.009596308,0.028969091
Normal,0,0.046104,0.001643636
Normal,0,0.066965538,0.004725455
Normal,0,0.030249231,0.025476364
Normal,0,-0.006884308,0.049925455
Normal,0,-0.016897846,0.065950909
